interaction_id,account_id,interaction_date,interaction_month,channel,interaction_type,hardship_flag,payment_plan_enrolled,dispute_filed,resolved_flag,duration_minutes,months_on_book,digital_login_last_30d
SVC000022719,ACC0002714,2024-06-07,2024-06,app,payment_inquiry,0,0,0,0,8,19,18
SVC000022720,ACC0002714,2024-08-13,2024-08,app,balance_inquiry,0,0,0,1,4,21,16
SVC000022721,ACC0002714,2024-08-22,2024-08,chat,payment_inquiry,0,0,0,0,2,21,16
SVC000022722,ACC0002714,2024-08-14,2024-08,phone,payment_inquiry,0,0,0,1,44,21,16
SVC000022723,ACC0002715,2023-02-06,2023-02,chat,payment_inquiry,0,0,0,1,1,5,18
SVC000022724,ACC0002715,2023-02-20,2023-02,phone,general_inquiry,0,0,0,1,8,5,18
SVC000022725,ACC0002715,2023-02-16,2023-02,branch,balance_inquiry,0,0,0,1,8,5,18
SVC000022726,ACC0002715,2023-03-28,2023-03,ivr,payment_inquiry,0,0,0,1,6,6,18
SVC000022727,ACC0002715,2023-03-06,2023-03,phone,rate_inquiry,0,0,0,1,18,6,18
SVC000022728,ACC0002715,2023-03-18,2023-03,ivr,fraud_report,0,0,0,1,9,6,18
SVC000022729,ACC0002715,2023-04-03,2023-04,chat,credit_limit_request,0,0,0,1,6,7,8
SVC000022730,ACC0002715,2023-05-28,2023-05,branch,payment_inquiry,0,0,0,1,9,8,2
SVC000022731,ACC0002715,2023-05-21,2023-05,chat,payment_inquiry,0,0,0,1,3,8,2
SVC000022732,ACC0002715,2023-07-12,2023-07,app,payment_inquiry,0,0,0,1,3,10,10
SVC000022733,ACC0002715,2023-07-01,2023-07,chat,balance_inquiry,0,0,0,0,5,10,10
SVC000022734,ACC0002715,2023-08-20,2023-08,chat,dispute_filed,0,0,1,1,5,11,13
SVC000022735,ACC0002715,2023-08-27,2023-08,phone,balance_inquiry,0,0,0,0,34,11,13
SVC000022736,ACC0002715,2024-06-12,2024-06,phone,balance_inquiry,0,0,0,1,36,21,11
SVC000022737,ACC0002715,2024-09-28,2024-09,phone,general_inquiry,0,0,0,1,18,24,17
SVC000022738,ACC0002715,2024-11-21,2024-11,app,general_inquiry,0,0,0,1,4,26,6
SVC000022739,ACC0002715,2024-11-22,2024-11,ivr,balance_inquiry,0,0,0,1,1,26,6
SVC000022740,ACC0002716,2024-02-06,2024-02,phone,payment_inquiry,0,0,0,1,17,20,4
SVC000022741,ACC0002717,2021-05-22,2021-05,ivr,dispute_filed,0,0,1,0,4,1,2
SVC000022742,ACC0002717,2021-05-09,2021-05,chat,balance_inquiry,0,0,0,1,6,1,2
SVC000022743,ACC0002717,2021-05-17,2021-05,app,credit_limit_request,0,0,0,1,8,1,2
SVC000022744,ACC0002717,2023-04-14,2023-04,branch,balance_inquiry,0,0,0,1,9,24,3
SVC000022745,ACC0002717,2023-04-19,2023-04,app,dispute_filed,0,0,1,1,1,24,3
SVC000022746,ACC0002717,2023-07-02,2023-07,phone,credit_limit_request,0,0,0,1,8,27,0
SVC000022747,ACC0002717,2024-01-26,2024-01,phone,balance_inquiry,0,0,0,1,21,33,3
SVC000022748,ACC0002717,2024-01-28,2024-01,ivr,payment_inquiry,0,0,0,1,9,33,3
SVC000022749,ACC0002717,2024-08-24,2024-08,app,rate_inquiry,0,0,0,1,8,40,14
SVC000022750,ACC0002717,2024-08-27,2024-08,chat,balance_inquiry,0,0,0,1,8,40,14
SVC000022751,ACC0002717,2024-08-24,2024-08,ivr,payment_inquiry,0,0,0,1,4,40,14
SVC000022752,ACC0002717,2024-10-05,2024-10,chat,payment_inquiry,0,0,0,0,4,42,17
SVC000022753,ACC0002717,2024-11-01,2024-11,phone,rate_inquiry,0,0,0,1,27,43,1
SVC000022754,ACC0002717,2024-11-21,2024-11,phone,rate_inquiry,0,0,0,1,25,43,1
SVC000022755,ACC0002718,2021-07-12,2021-07,chat,balance_inquiry,0,0,0,1,5,2,14
SVC000022756,ACC0002718,2021-08-18,2021-08,app,balance_inquiry,0,0,0,1,5,3,0
SVC000022757,ACC0002718,2021-08-26,2021-08,app,general_inquiry,0,0,0,1,1,3,0
SVC000022758,ACC0002718,2021-08-20,2021-08,chat,balance_inquiry,0,0,0,0,8,3,0
SVC000022759,ACC0002718,2022-08-07,2022-08,ivr,fraud_report,0,0,0,0,7,15,9
SVC000022760,ACC0002718,2022-10-26,2022-10,ivr,payment_inquiry,0,0,0,1,4,17,19
SVC000022761,ACC0002718,2022-11-20,2022-11,app,balance_inquiry,0,0,0,0,2,18,2
SVC000022762,ACC0002718,2023-02-18,2023-02,app,hardship_request,1,0,0,1,2,21,11
SVC000022763,ACC0002718,2024-11-22,2024-11,app,payment_inquiry,0,0,0,1,9,42,0
SVC000022764,ACC0002718,2024-11-19,2024-11,phone,general_inquiry,0,0,0,0,35,42,0
SVC000022765,ACC0002719,2022-04-24,2022-04,chat,payment_inquiry,0,0,0,1,2,1,0
SVC000022766,ACC0002719,2022-08-27,2022-08,chat,payment_inquiry,0,0,0,1,5,5,18
SVC000022767,ACC0002719,2022-08-05,2022-08,app,payment_inquiry,0,0,0,1,1,5,18
SVC000022768,ACC0002719,2022-08-26,2022-08,chat,dispute_filed,0,0,1,0,8,5,18
SVC000022769,ACC0002719,2022-11-01,2022-11,app,balance_inquiry,0,0,0,1,8,8,2
SVC000022770,ACC0002719,2023-01-05,2023-01,app,balance_inquiry,0,0,0,1,9,10,2
SVC000022771,ACC0002719,2023-01-05,2023-01,app,payment_inquiry,0,0,0,1,5,10,2
SVC000022772,ACC0002719,2023-01-11,2023-01,chat,credit_limit_request,0,0,0,1,8,10,2
SVC000022773,ACC0002719,2023-03-05,2023-03,chat,payment_inquiry,0,0,0,1,3,12,1
SVC000022774,ACC0002719,2023-03-01,2023-03,app,payment_inquiry,0,0,0,1,9,12,1
SVC000022775,ACC0002719,2023-03-16,2023-03,app,payment_inquiry,0,0,0,0,7,12,1
SVC000022776,ACC0002719,2023-07-27,2023-07,ivr,balance_inquiry,0,0,0,1,2,16,1
SVC000022777,ACC0002719,2023-07-27,2023-07,branch,payment_inquiry,0,0,0,1,8,16,1
SVC000022778,ACC0002719,2023-07-09,2023-07,phone,dispute_filed,0,0,1,0,20,16,1
SVC000022779,ACC0002719,2023-10-16,2023-10,chat,balance_inquiry,0,0,0,1,4,19,6
SVC000022780,ACC0002719,2023-10-11,2023-10,phone,rate_inquiry,0,0,0,1,41,19,6
SVC000022781,ACC0002719,2023-10-05,2023-10,chat,credit_limit_request,0,0,0,1,3,19,6
SVC000022782,ACC0002719,2024-12-20,2024-12,phone,payment_inquiry,0,0,0,1,26,33,16
SVC000022783,ACC0002719,2024-12-28,2024-12,app,fraud_report,0,0,0,1,2,33,16
SVC000022784,ACC0002721,2024-09-11,2024-09,ivr,general_inquiry,0,0,0,1,9,25,12
SVC000022785,ACC0002722,2024-07-22,2024-07,chat,hardship_request,1,0,0,1,1,2,6
SVC000022786,ACC0002724,2021-12-24,2021-12,phone,dispute_filed,0,0,1,1,44,11,3
SVC000022787,ACC0002724,2021-12-05,2021-12,branch,hardship_request,1,0,0,1,4,11,3
SVC000022788,ACC0002724,2021-12-15,2021-12,phone,dispute_filed,0,0,1,1,21,11,3
SVC000022789,ACC0002724,2022-07-03,2022-07,app,fraud_report,0,0,0,1,8,18,8
SVC000022790,ACC0002724,2022-07-12,2022-07,branch,dispute_filed,0,0,1,1,6,18,8
SVC000022791,ACC0002724,2022-07-23,2022-07,app,hardship_request,1,0,0,1,2,18,8
SVC000022792,ACC0002724,2022-11-09,2022-11,chat,hardship_request,1,0,0,1,2,22,0
SVC000022793,ACC0002724,2022-11-12,2022-11,chat,hardship_request,1,0,0,1,9,22,0
SVC000022794,ACC0002724,2022-11-08,2022-11,chat,hardship_request,1,0,0,1,9,22,0
SVC000022795,ACC0002724,2023-08-27,2023-08,chat,fraud_report,0,0,0,1,7,31,0
SVC000022796,ACC0002724,2023-08-16,2023-08,chat,hardship_request,1,0,0,1,1,31,0
SVC000022797,ACC0002724,2023-09-15,2023-09,phone,hardship_request,1,0,0,1,37,32,0
SVC000022798,ACC0002724,2023-11-08,2023-11,app,general_inquiry,0,0,0,1,4,34,0
SVC000022799,ACC0002724,2023-11-04,2023-11,ivr,dispute_filed,0,0,1,1,9,34,0
SVC000022800,ACC0002724,2023-11-25,2023-11,chat,hardship_request,1,0,0,1,6,34,0
SVC000022801,ACC0002724,2024-05-24,2024-05,branch,hardship_request,1,0,0,1,2,40,0
SVC000022802,ACC0002724,2024-09-19,2024-09,ivr,payment_inquiry,0,0,0,1,1,44,0
SVC000022803,ACC0002724,2024-09-17,2024-09,phone,payment_plan_setup,0,1,0,1,29,44,0
SVC000022804,ACC0002724,2024-09-10,2024-09,phone,hardship_request,1,0,0,1,2,44,0
SVC000022805,ACC0002724,2024-11-12,2024-11,app,general_inquiry,0,0,0,1,3,46,0
SVC000022806,ACC0002724,2024-11-24,2024-11,branch,rate_inquiry,0,0,0,1,1,46,0
SVC000022807,ACC0002724,2024-12-20,2024-12,chat,balance_inquiry,0,0,0,1,4,47,0
SVC000022808,ACC0002724,2024-12-15,2024-12,ivr,balance_inquiry,0,0,0,1,3,47,0
SVC000022809,ACC0002725,2021-08-22,2021-08,phone,payment_inquiry,0,0,0,1,27,5,2
SVC000022810,ACC0002725,2021-09-03,2021-09,phone,general_inquiry,0,0,0,1,23,6,17
SVC000022811,ACC0002725,2022-02-21,2022-02,app,dispute_filed,0,0,1,1,5,11,15
SVC000022812,ACC0002725,2022-02-13,2022-02,phone,hardship_request,1,0,0,1,9,11,15
SVC000022813,ACC0002725,2022-04-15,2022-04,app,credit_limit_request,0,0,0,1,3,13,19
SVC000022814,ACC0002725,2022-04-08,2022-04,chat,balance_inquiry,0,0,0,1,5,13,19
SVC000022815,ACC0002725,2022-04-24,2022-04,app,payment_inquiry,0,0,0,0,7,13,19
SVC000022816,ACC0002725,2023-05-26,2023-05,ivr,fraud_report,0,0,0,0,9,26,13
SVC000022817,ACC0002725,2023-05-27,2023-05,app,dispute_filed,0,0,1,1,2,26,13
SVC000022818,ACC0002725,2023-11-14,2023-11,app,balance_inquiry,0,0,0,1,6,32,10
SVC000022819,ACC0002725,2023-11-07,2023-11,chat,dispute_filed,0,0,1,1,3,32,10
SVC000022820,ACC0002725,2023-12-21,2023-12,chat,balance_inquiry,0,0,0,0,3,33,15
SVC000022821,ACC0002725,2023-12-02,2023-12,phone,fraud_report,0,0,0,1,12,33,15
SVC000022822,ACC0002725,2024-01-26,2024-01,chat,rate_inquiry,0,0,0,1,6,34,4
SVC000022823,ACC0002725,2024-05-01,2024-05,app,rate_inquiry,0,0,0,1,9,38,14
SVC000022824,ACC0002725,2024-05-12,2024-05,phone,payment_inquiry,0,0,0,1,2,38,14
SVC000022825,ACC0002725,2024-05-18,2024-05,phone,payment_inquiry,0,0,0,1,37,38,14
SVC000022826,ACC0002726,2023-02-21,2023-02,phone,balance_inquiry,0,0,0,1,18,14,8
SVC000022827,ACC0002726,2023-02-07,2023-02,phone,hardship_request,1,0,0,0,33,14,8
SVC000022828,ACC0002726,2023-02-26,2023-02,chat,balance_inquiry,0,0,0,1,5,14,8
SVC000022829,ACC0002726,2024-02-08,2024-02,branch,payment_inquiry,0,0,0,0,5,26,4
SVC000022830,ACC0002726,2024-06-18,2024-06,ivr,balance_inquiry,0,0,0,0,2,30,10
SVC000022831,ACC0002726,2024-08-01,2024-08,phone,payment_inquiry,0,0,0,1,43,32,17
SVC000022832,ACC0002726,2024-08-07,2024-08,chat,payment_inquiry,0,0,0,0,7,32,17
SVC000022833,ACC0002726,2024-08-21,2024-08,phone,credit_limit_request,0,0,0,1,4,32,17
SVC000022834,ACC0002727,2021-12-26,2021-12,chat,balance_inquiry,0,0,0,1,1,9,7
SVC000022835,ACC0002727,2022-08-07,2022-08,app,credit_limit_request,0,0,0,1,1,17,4
SVC000022836,ACC0002727,2022-08-23,2022-08,phone,general_inquiry,0,0,0,0,9,17,4
SVC000022837,ACC0002727,2022-08-22,2022-08,phone,balance_inquiry,0,0,0,1,34,17,4
SVC000022838,ACC0002727,2024-03-03,2024-03,phone,payment_inquiry,0,0,0,1,38,36,7
SVC000022839,ACC0002727,2024-03-02,2024-03,phone,rate_inquiry,0,0,0,1,27,36,7
SVC000022840,ACC0002727,2024-03-13,2024-03,app,dispute_filed,0,0,1,1,8,36,7
SVC000022841,ACC0002727,2024-06-17,2024-06,app,dispute_filed,0,0,1,1,9,39,16
SVC000022842,ACC0002727,2024-06-05,2024-06,phone,balance_inquiry,0,0,0,0,22,39,16
SVC000022843,ACC0002728,2022-09-09,2022-09,phone,balance_inquiry,0,0,0,1,29,1,8
SVC000022844,ACC0002728,2022-09-05,2022-09,branch,credit_limit_request,0,0,0,1,9,1,8
SVC000022845,ACC0002728,2023-02-17,2023-02,chat,dispute_filed,0,0,1,1,5,6,8
SVC000022846,ACC0002728,2023-02-21,2023-02,app,dispute_filed,0,0,1,1,3,6,8
SVC000022847,ACC0002728,2023-10-24,2023-10,phone,balance_inquiry,0,0,0,1,29,14,0
SVC000022848,ACC0002728,2023-11-12,2023-11,chat,payment_plan_setup,0,1,0,0,5,15,15
SVC000022849,ACC0002728,2023-11-18,2023-11,app,payment_plan_setup,0,1,0,1,5,15,15
SVC000022850,ACC0002728,2023-11-22,2023-11,app,general_inquiry,0,0,0,1,4,15,15
SVC000022851,ACC0002728,2024-02-05,2024-02,phone,payment_plan_setup,0,1,0,1,3,18,7
SVC000022852,ACC0002728,2024-02-10,2024-02,phone,balance_inquiry,0,0,0,1,18,18,7
SVC000022853,ACC0002728,2024-02-27,2024-02,ivr,fraud_report,0,0,0,1,2,18,7
SVC000022854,ACC0002728,2024-03-09,2024-03,ivr,hardship_request,1,0,0,1,1,19,0
SVC000022855,ACC0002728,2024-03-25,2024-03,app,hardship_request,1,0,0,1,1,19,0
SVC000022856,ACC0002728,2024-03-09,2024-03,app,fraud_report,0,0,0,1,8,19,0
SVC000022857,ACC0002728,2024-04-19,2024-04,phone,hardship_request,1,0,0,1,13,20,0
SVC000022858,ACC0002728,2024-05-01,2024-05,phone,hardship_request,1,0,0,1,6,21,0
SVC000022859,ACC0002728,2024-05-17,2024-05,chat,rate_inquiry,0,0,0,1,6,21,0
SVC000022860,ACC0002728,2024-06-25,2024-06,app,hardship_request,1,0,0,1,8,22,0
SVC000022861,ACC0002728,2024-06-12,2024-06,app,general_inquiry,0,0,0,1,4,22,0
SVC000022862,ACC0002728,2024-07-10,2024-07,phone,fraud_report,0,0,0,1,38,23,0
SVC000022863,ACC0002728,2024-07-13,2024-07,phone,hardship_request,1,0,0,1,27,23,0
SVC000022864,ACC0002728,2024-09-22,2024-09,chat,rate_inquiry,0,0,0,1,3,25,0
SVC000022865,ACC0002728,2024-09-13,2024-09,branch,general_inquiry,0,0,0,1,2,25,0
SVC000022866,ACC0002728,2024-09-02,2024-09,ivr,hardship_request,1,0,0,0,7,25,0
SVC000022867,ACC0002728,2024-10-01,2024-10,phone,general_inquiry,0,0,0,1,29,26,0
SVC000022868,ACC0002728,2024-10-07,2024-10,phone,dispute_filed,0,0,1,1,10,26,0
SVC000022869,ACC0002728,2024-11-09,2024-11,phone,hardship_request,1,0,0,1,32,27,0
SVC000022870,ACC0002728,2024-11-25,2024-11,app,general_inquiry,0,0,0,1,1,27,0
SVC000022871,ACC0002728,2024-11-13,2024-11,app,dispute_filed,0,0,1,1,4,27,0
SVC000022872,ACC0002728,2024-12-02,2024-12,ivr,general_inquiry,0,0,0,1,5,28,0
SVC000022873,ACC0002728,2024-12-17,2024-12,app,credit_limit_request,0,0,0,0,8,28,0
SVC000022874,ACC0002729,2023-01-27,2023-01,app,payment_inquiry,0,0,0,1,6,9,14
SVC000022875,ACC0002730,2024-05-12,2024-05,phone,payment_inquiry,0,0,0,1,44,1,19
SVC000022876,ACC0002730,2024-05-09,2024-05,phone,rate_inquiry,0,0,0,1,27,1,19
SVC000022877,ACC0002730,2024-05-25,2024-05,chat,dispute_filed,0,0,1,0,5,1,19
SVC000022878,ACC0002730,2024-07-08,2024-07,phone,payment_inquiry,0,0,0,1,35,3,7
SVC000022879,ACC0002730,2024-07-21,2024-07,app,payment_inquiry,0,0,0,1,3,3,7
SVC000022880,ACC0002730,2024-11-18,2024-11,phone,fraud_report,0,0,0,1,19,7,15
SVC000022881,ACC0002730,2024-11-15,2024-11,app,general_inquiry,0,0,0,0,8,7,15
SVC000022882,ACC0002730,2024-11-27,2024-11,phone,balance_inquiry,0,0,0,0,36,7,15
SVC000022883,ACC0002731,2024-05-07,2024-05,phone,credit_limit_request,0,0,0,0,12,9,1
SVC000022884,ACC0002731,2024-08-21,2024-08,ivr,general_inquiry,0,0,0,0,1,12,11
SVC000022885,ACC0002731,2024-08-01,2024-08,phone,balance_inquiry,0,0,0,1,33,12,11
SVC000022886,ACC0002731,2024-08-04,2024-08,ivr,balance_inquiry,0,0,0,0,4,12,11
SVC000022887,ACC0002731,2024-12-19,2024-12,phone,fraud_report,0,0,0,1,28,16,10
SVC000022888,ACC0002731,2024-12-15,2024-12,branch,hardship_request,1,0,0,1,2,16,10
SVC000022889,ACC0002731,2024-12-05,2024-12,branch,fraud_report,0,0,0,1,8,16,10
SVC000022890,ACC0002732,2024-04-20,2024-04,app,general_inquiry,0,0,0,1,9,21,7
SVC000022891,ACC0002733,2024-03-11,2024-03,phone,rate_inquiry,0,0,0,1,16,3,19
SVC000022892,ACC0002733,2024-03-27,2024-03,phone,general_inquiry,0,0,0,1,3,3,19
SVC000022893,ACC0002733,2024-03-13,2024-03,chat,credit_limit_request,0,0,0,1,3,3,19
SVC000022894,ACC0002733,2024-06-13,2024-06,ivr,payment_inquiry,0,0,0,0,3,6,0
SVC000022895,ACC0002733,2024-06-21,2024-06,app,balance_inquiry,0,0,0,1,2,6,0
SVC000022896,ACC0002733,2024-06-27,2024-06,app,dispute_filed,0,0,1,1,4,6,0
SVC000022897,ACC0002733,2024-10-23,2024-10,app,payment_inquiry,0,0,0,1,3,10,17
SVC000022898,ACC0002734,2022-04-07,2022-04,app,payment_inquiry,0,0,0,1,1,14,9
SVC000022899,ACC0002734,2022-04-28,2022-04,ivr,balance_inquiry,0,0,0,1,8,14,9
SVC000022900,ACC0002734,2022-04-28,2022-04,chat,fraud_report,0,0,0,1,9,14,9
SVC000022901,ACC0002734,2022-05-14,2022-05,app,general_inquiry,0,0,0,1,6,15,1
SVC000022902,ACC0002734,2022-05-19,2022-05,chat,dispute_filed,0,0,1,0,9,15,1
SVC000022903,ACC0002735,2021-09-27,2021-09,app,general_inquiry,0,0,0,1,4,5,16
SVC000022904,ACC0002735,2021-09-20,2021-09,chat,hardship_request,1,0,0,1,6,5,16
SVC000022905,ACC0002735,2022-10-28,2022-10,app,balance_inquiry,0,0,0,1,1,18,12
SVC000022906,ACC0002735,2022-11-28,2022-11,app,payment_inquiry,0,0,0,1,2,19,12
SVC000022907,ACC0002735,2022-11-08,2022-11,chat,general_inquiry,0,0,0,1,5,19,12
SVC000022908,ACC0002735,2022-11-11,2022-11,chat,fraud_report,0,0,0,1,9,19,12
SVC000022909,ACC0002735,2022-12-17,2022-12,chat,rate_inquiry,0,0,0,0,4,20,7
SVC000022910,ACC0002735,2023-06-14,2023-06,phone,credit_limit_request,0,0,0,1,21,26,12
SVC000022911,ACC0002735,2023-06-05,2023-06,app,hardship_request,1,0,0,1,7,26,12
SVC000022912,ACC0002735,2023-06-05,2023-06,phone,general_inquiry,0,0,0,1,3,26,12
SVC000022913,ACC0002735,2023-08-06,2023-08,phone,credit_limit_request,0,0,0,1,34,28,9
SVC000022914,ACC0002735,2023-08-08,2023-08,branch,credit_limit_request,0,0,0,1,6,28,9
SVC000022915,ACC0002735,2023-12-13,2023-12,app,balance_inquiry,0,0,0,1,9,32,10
SVC000022916,ACC0002735,2023-12-10,2023-12,app,payment_inquiry,0,0,0,1,1,32,10
SVC000022917,ACC0002735,2023-12-01,2023-12,chat,general_inquiry,0,0,0,1,5,32,10
SVC000022918,ACC0002735,2024-01-24,2024-01,phone,general_inquiry,0,0,0,1,40,33,7
SVC000022919,ACC0002735,2024-01-14,2024-01,phone,payment_inquiry,0,0,0,1,11,33,7
SVC000022920,ACC0002735,2024-08-09,2024-08,phone,dispute_filed,0,0,1,1,34,40,12
SVC000022921,ACC0002735,2024-09-18,2024-09,app,rate_inquiry,0,0,0,1,6,41,4
SVC000022922,ACC0002735,2024-09-10,2024-09,phone,balance_inquiry,0,0,0,1,19,41,4
SVC000022923,ACC0002735,2024-09-22,2024-09,app,payment_inquiry,0,0,0,1,3,41,4
SVC000022924,ACC0002735,2024-12-18,2024-12,chat,general_inquiry,0,0,0,1,1,44,14
SVC000022925,ACC0002735,2024-12-08,2024-12,chat,payment_inquiry,0,0,0,1,2,44,14
SVC000022926,ACC0002736,2022-02-09,2022-02,chat,payment_inquiry,0,0,0,1,7,4,9
SVC000022927,ACC0002736,2022-04-07,2022-04,phone,rate_inquiry,0,0,0,1,35,6,16
SVC000022928,ACC0002736,2022-04-04,2022-04,app,balance_inquiry,0,0,0,0,5,6,16
SVC000022929,ACC0002736,2022-04-09,2022-04,app,credit_limit_request,0,0,0,1,9,6,16
SVC000022930,ACC0002736,2022-06-10,2022-06,chat,payment_inquiry,0,0,0,1,3,8,4
SVC000022931,ACC0002736,2022-06-08,2022-06,branch,rate_inquiry,0,0,0,1,9,8,4
SVC000022932,ACC0002736,2023-08-01,2023-08,app,balance_inquiry,0,0,0,1,3,22,2
SVC000022933,ACC0002736,2023-10-17,2023-10,phone,credit_limit_request,0,0,0,0,21,24,13
SVC000022934,ACC0002736,2023-10-05,2023-10,app,rate_inquiry,0,0,0,1,1,24,13
SVC000022935,ACC0002736,2024-03-25,2024-03,phone,payment_inquiry,0,0,0,0,36,29,10
SVC000022936,ACC0002736,2024-03-23,2024-03,chat,balance_inquiry,0,0,0,1,3,29,10
SVC000022937,ACC0002736,2024-06-15,2024-06,chat,payment_inquiry,0,0,0,1,8,32,12
SVC000022938,ACC0002736,2024-06-09,2024-06,app,general_inquiry,0,0,0,1,1,32,12
SVC000022939,ACC0002736,2024-06-09,2024-06,phone,payment_inquiry,0,0,0,1,5,32,12
SVC000022940,ACC0002736,2024-08-03,2024-08,phone,rate_inquiry,0,0,0,1,15,34,2
SVC000022941,ACC0002736,2024-08-05,2024-08,chat,dispute_filed,0,0,1,1,9,34,2
SVC000022942,ACC0002736,2024-11-17,2024-11,phone,balance_inquiry,0,0,0,1,38,37,6
SVC000022943,ACC0002736,2024-11-04,2024-11,ivr,fraud_report,0,0,0,1,3,37,6
SVC000022944,ACC0002736,2024-11-09,2024-11,chat,balance_inquiry,0,0,0,1,1,37,6
SVC000022945,ACC0002737,2024-04-04,2024-04,chat,general_inquiry,0,0,0,1,7,14,15
SVC000022946,ACC0002737,2024-12-12,2024-12,chat,balance_inquiry,0,0,0,0,1,22,6
SVC000022947,ACC0002737,2024-12-14,2024-12,phone,credit_limit_request,0,0,0,1,9,22,6
SVC000022948,ACC0002738,2023-12-21,2023-12,chat,payment_inquiry,0,0,0,1,1,18,15
SVC000022949,ACC0002738,2023-12-25,2023-12,phone,rate_inquiry,0,0,0,1,43,18,15
SVC000022950,ACC0002738,2024-05-15,2024-05,phone,payment_inquiry,0,0,0,1,35,23,15
SVC000022951,ACC0002738,2024-05-19,2024-05,phone,hardship_request,1,0,0,1,22,23,15
SVC000022952,ACC0002738,2024-05-17,2024-05,chat,general_inquiry,0,0,0,1,1,23,15
SVC000022953,ACC0002739,2022-08-07,2022-08,chat,payment_inquiry,0,0,0,1,7,3,3
SVC000022954,ACC0002739,2024-10-03,2024-10,phone,balance_inquiry,0,0,0,1,33,29,13
SVC000022955,ACC0002740,2024-12-07,2024-12,branch,balance_inquiry,0,0,0,0,4,5,0
SVC000022956,ACC0002740,2024-12-07,2024-12,phone,payment_inquiry,0,0,0,0,4,5,0
SVC000022957,ACC0002740,2024-12-06,2024-12,app,balance_inquiry,0,0,0,1,8,5,0
SVC000022958,ACC0002741,2022-12-06,2022-12,app,dispute_filed,0,0,1,0,2,1,3
SVC000022959,ACC0002741,2022-12-19,2022-12,app,balance_inquiry,0,0,0,1,1,1,3
SVC000022960,ACC0002741,2023-12-13,2023-12,app,rate_inquiry,0,0,0,1,5,13,15
SVC000022961,ACC0002742,2023-10-19,2023-10,phone,balance_inquiry,0,0,0,1,11,2,13
SVC000022962,ACC0002742,2023-12-12,2023-12,ivr,balance_inquiry,0,0,0,1,1,4,19
SVC000022963,ACC0002743,2023-01-18,2023-01,app,payment_plan_setup,0,1,0,0,6,10,11
SVC000022964,ACC0002743,2023-01-02,2023-01,ivr,hardship_request,1,0,0,1,2,10,11
SVC000022965,ACC0002743,2023-01-18,2023-01,app,general_inquiry,0,0,0,1,3,10,11
SVC000022966,ACC0002743,2023-06-26,2023-06,phone,hardship_request,1,0,0,1,28,15,15
SVC000022967,ACC0002743,2023-08-27,2023-08,phone,hardship_request,1,0,0,1,21,17,8
SVC000022968,ACC0002743,2023-08-09,2023-08,chat,hardship_request,1,0,0,0,4,17,8
SVC000022969,ACC0002743,2023-11-23,2023-11,app,dispute_filed,0,0,1,1,4,20,0
SVC000022970,ACC0002743,2023-11-06,2023-11,chat,general_inquiry,0,0,0,1,4,20,0
SVC000022971,ACC0002743,2023-12-05,2023-12,phone,rate_inquiry,0,0,0,1,36,21,0
SVC000022972,ACC0002743,2024-02-17,2024-02,app,rate_inquiry,0,0,0,0,2,23,0
SVC000022973,ACC0002743,2024-02-05,2024-02,branch,hardship_request,1,0,0,1,4,23,0
SVC000022974,ACC0002743,2024-02-26,2024-02,phone,general_inquiry,0,0,0,1,35,23,0
SVC000022975,ACC0002743,2024-03-25,2024-03,chat,rate_inquiry,0,0,0,1,9,24,0
SVC000022976,ACC0002743,2024-03-13,2024-03,chat,payment_inquiry,0,0,0,1,6,24,0
SVC000022977,ACC0002743,2024-04-12,2024-04,chat,hardship_request,1,0,0,1,1,25,0
SVC000022978,ACC0002743,2024-04-02,2024-04,chat,hardship_request,1,0,0,1,1,25,0
SVC000022979,ACC0002743,2024-07-10,2024-07,app,hardship_request,1,0,0,0,9,28,0
SVC000022980,ACC0002743,2024-07-04,2024-07,phone,general_inquiry,0,0,0,1,27,28,0
SVC000022981,ACC0002743,2024-08-06,2024-08,phone,general_inquiry,0,0,0,0,39,29,0
SVC000022982,ACC0002743,2024-08-03,2024-08,chat,hardship_request,1,0,0,1,1,29,0
SVC000022983,ACC0002743,2024-09-26,2024-09,app,fraud_report,0,0,0,1,8,30,0
SVC000022984,ACC0002743,2024-09-18,2024-09,phone,payment_inquiry,0,0,0,1,15,30,0
SVC000022985,ACC0002743,2024-09-08,2024-09,app,credit_limit_request,0,0,0,1,3,30,0
SVC000022986,ACC0002743,2024-10-11,2024-10,phone,general_inquiry,0,0,0,0,32,31,0
SVC000022987,ACC0002743,2024-11-06,2024-11,phone,payment_plan_setup,0,1,0,1,34,32,0
SVC000022988,ACC0002743,2024-11-25,2024-11,ivr,dispute_filed,0,0,1,1,8,32,0
SVC000022989,ACC0002743,2024-11-04,2024-11,phone,hardship_request,1,0,0,1,33,32,0
SVC000022990,ACC0002743,2024-12-18,2024-12,branch,balance_inquiry,0,0,0,1,9,33,0
SVC000022991,ACC0002744,2022-08-11,2022-08,ivr,payment_inquiry,0,0,0,1,8,3,8
SVC000022992,ACC0002744,2022-08-21,2022-08,ivr,rate_inquiry,0,0,0,1,4,3,8
SVC000022993,ACC0002744,2023-06-14,2023-06,phone,balance_inquiry,0,0,0,0,22,13,6
SVC000022994,ACC0002744,2024-12-25,2024-12,phone,dispute_filed,0,0,1,0,10,31,12
